cod_ibge6,municipio,competencia,mes_internacao,capitulo,subgrupo,faixa_etaria,internacoes,obitos,dias_permanencia,valor_total_rs
351380,Diadema,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),65+,23,7,190,33711.07
351380,Diadema,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),0-4,2,0,12,26434.24
351380,Diadema,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,48,3,159,219151.84
351380,Diadema,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,48,2,152,230449.09
351380,Diadema,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,11,6913.54
351380,Diadema,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,3,0,19,7192.69
351380,Diadema,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,0-4,14,0,67,21776.53
351380,Diadema,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,5-64,22,1,44,31578.06
351380,Diadema,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),0-4,3,0,26,8587.21
351380,Diadema,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,5,0,13,3563.68
351380,Diadema,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),65+,4,0,29,3350.65
351500,Embu das Artes,2026-04,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,58,3164.27
351500,Embu das Artes,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),5-64,4,1,14,1950.96
351500,Embu das Artes,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,2,205.67
351500,Embu das Artes,2026-04,2026-01,respiratorio (J00-J99),outras respiratorias,65+,4,0,75,7260.88
351500,Embu das Artes,2026-04,2026-01,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,0,14,1161.91
351500,Embu das Artes,2026-04,2026-01,respiratorio (J00-J99),pneumonia (J12-J18),65+,8,1,95,6189.76
351500,Embu das Artes,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),5-64,12,0,71,10289.8
351500,Embu das Artes,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),65+,7,1,41,3606.12
351500,Embu das Artes,2026-04,2026-02,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,12,599.55
351500,Embu das Artes,2026-04,2026-02,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,2,1,13,1058.68
351500,Embu das Artes,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,0-4,1,0,0,471.88
351500,Embu das Artes,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,5-64,2,0,7,1010.36
351500,Embu das Artes,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,65+,2,1,14,1154.16
351500,Embu das Artes,2026-04,2026-02,respiratorio (J00-J99),pneumonia (J12-J18),5-64,9,1,55,5470.08
351500,Embu das Artes,2026-04,2026-02,respiratorio (J00-J99),pneumonia (J12-J18),65+,14,1,110,9627.68
351500,Embu das Artes,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),5-64,23,2,175,58641.05
351500,Embu das Artes,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,22,0,255,170711.01
351500,Embu das Artes,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,4,511.19
351500,Embu das Artes,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,3,0,9,1509.57
351500,Embu das Artes,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,0-4,2,0,8,11345.39
351500,Embu das Artes,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,5-64,3,0,13,6975.71
351500,Embu das Artes,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,65+,4,2,61,13914.0
351500,Embu das Artes,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,6,1229.52
351500,Embu das Artes,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),5-64,6,0,47,26119.33
351500,Embu das Artes,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),65+,7,1,45,5777.86
351500,Embu das Artes,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),0-4,2,0,20,5473.43
351500,Embu das Artes,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,51,0,138,155748.58
351500,Embu das Artes,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,36,5,183,219614.56
351500,Embu das Artes,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,3,0,9,1685.84
351500,Embu das Artes,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,2,0,6,1358.58
351500,Embu das Artes,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,4,783.35
351500,Embu das Artes,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,0-4,20,0,80,21730.26
351500,Embu das Artes,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,5-64,20,2,79,38481.67
351500,Embu das Artes,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,65+,2,1,16,3126.36
351500,Embu das Artes,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),0-4,23,0,91,32154.15
351500,Embu das Artes,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,7,0,25,4804.45
351500,Embu das Artes,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,1,19,4000.65
351510,Embu-Guaçu,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,3,560.65
351510,Embu-Guaçu,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,3,989.71
351510,Embu-Guaçu,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),5-64,4,1,36,5001.45
351510,Embu-Guaçu,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,8,2,90,60133.98
351510,Embu-Guaçu,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,6,274.44
351510,Embu-Guaçu,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,2,495.19
351510,Embu-Guaçu,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,1,3,1223.6
351510,Embu-Guaçu,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,5-64,1,0,24,2100.02
351510,Embu-Guaçu,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,0,22,1767.28
351510,Embu-Guaçu,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,11,3856.37
351510,Embu-Guaçu,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,22,1,44,12553.32
351510,Embu-Guaçu,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,29,3,89,101533.97
351510,Embu-Guaçu,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,2,502.46
351510,Embu-Guaçu,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,3,0,4,1485.37
351510,Embu-Guaçu,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,2,631.6
351510,Embu-Guaçu,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,0-4,7,0,30,2104.23
351510,Embu-Guaçu,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,5-64,3,0,1,3104.33
351510,Embu-Guaçu,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,65+,3,0,2,1522.1
351510,Embu-Guaçu,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),0-4,4,0,2,1811.79
351510,Embu-Guaçu,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,0,5,1204.84
351510,Embu-Guaçu,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),65+,7,0,14,4325.71
351570,Ferraz de Vasconcelos,2026-04,2025-11,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,3,777.37
351570,Ferraz de Vasconcelos,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,1,0,326.43
351570,Ferraz de Vasconcelos,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,5,503.2
351570,Ferraz de Vasconcelos,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,1,29,1340.75
351570,Ferraz de Vasconcelos,2026-04,2026-01,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,2,0,19,1231.2
351570,Ferraz de Vasconcelos,2026-04,2026-01,respiratorio (J00-J99),outras respiratorias,0-4,1,0,3,195.13
351570,Ferraz de Vasconcelos,2026-04,2026-01,respiratorio (J00-J99),outras respiratorias,5-64,4,0,21,2955.51
351570,Ferraz de Vasconcelos,2026-04,2026-01,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,5,582.42
351570,Ferraz de Vasconcelos,2026-04,2026-01,respiratorio (J00-J99),pneumonia (J12-J18),65+,2,1,19,1543.1
351570,Ferraz de Vasconcelos,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),5-64,3,0,21,976.35
351570,Ferraz de Vasconcelos,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),65+,6,1,36,2809.79
351570,Ferraz de Vasconcelos,2026-04,2026-02,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,2,495.19
351570,Ferraz de Vasconcelos,2026-04,2026-02,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,2,0,1,526.46
351570,Ferraz de Vasconcelos,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,0-4,3,0,36,1414.82
351570,Ferraz de Vasconcelos,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,5-64,2,0,7,1663.0
351570,Ferraz de Vasconcelos,2026-04,2026-02,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,6,582.42
351570,Ferraz de Vasconcelos,2026-04,2026-02,respiratorio (J00-J99),pneumonia (J12-J18),5-64,3,0,14,1353.47
351570,Ferraz de Vasconcelos,2026-04,2026-02,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,1,48,1409.19
351570,Ferraz de Vasconcelos,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),0-4,2,0,25,1991.24
351570,Ferraz de Vasconcelos,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),5-64,18,1,94,54729.58
351570,Ferraz de Vasconcelos,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,11,2,101,54295.14
351570,Ferraz de Vasconcelos,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,4,487.19
351570,Ferraz de Vasconcelos,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,1,44.22
351570,Ferraz de Vasconcelos,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,0-4,2,0,31,1901.84
351570,Ferraz de Vasconcelos,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,5-64,5,2,46,4022.27
351570,Ferraz de Vasconcelos,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,19,1227.83
351570,Ferraz de Vasconcelos,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,1,3,1600.74
351570,Ferraz de Vasconcelos,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),65+,4,2,12,3053.82
351570,Ferraz de Vasconcelos,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,31,1,74,49344.94
351570,Ferraz de Vasconcelos,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,15,1,88,53267.44
351570,Ferraz de Vasconcelos,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,4,47.27
351570,Ferraz de Vasconcelos,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,4,0,6,1119.6
351570,Ferraz de Vasconcelos,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,2,0,23,10363.3
351570,Ferraz de Vasconcelos,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,0-4,6,0,56,20026.96
351570,Ferraz de Vasconcelos,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,5-64,6,0,8,6145.0
351570,Ferraz de Vasconcelos,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,65+,4,1,26,15231.95
351570,Ferraz de Vasconcelos,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),0-4,7,0,32,4150.28
351570,Ferraz de Vasconcelos,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,0,6,1188.84
351570,Ferraz de Vasconcelos,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,2,35,9006.51
351630,Francisco Morato,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,29,9953.19
351630,Francisco Morato,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,25,969.91
351630,Francisco Morato,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),65+,3,0,43,7151.03
351630,Francisco Morato,2026-04,2026-02,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,0,479.19
351630,Francisco Morato,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,65+,1,1,1,480.87
351630,Francisco Morato,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),5-64,15,0,137,83466.23
351630,Francisco Morato,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,11,0,114,36949.96
351630,Francisco Morato,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,3,495.19
351630,Francisco Morato,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,4,0,18,7192.46
351630,Francisco Morato,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,0-4,3,0,28,17821.54
351630,Francisco Morato,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,5-64,6,0,57,18931.58
351630,Francisco Morato,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,65+,2,0,20,1392.35
351630,Francisco Morato,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,5,1201.51
351630,Francisco Morato,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),5-64,7,0,61,8904.9
351630,Francisco Morato,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),65+,2,0,15,1204.84
351630,Francisco Morato,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,6,530.45
351630,Francisco Morato,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,60,1,138,86155.83
351630,Francisco Morato,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,37,4,209,83732.46
351630,Francisco Morato,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,12,0,36,7252.98
351630,Francisco Morato,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,14,1,64,16403.84
351630,Francisco Morato,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,7,2,24,3625.84
351630,Francisco Morato,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,0-4,34,0,107,13116.86
351630,Francisco Morato,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,5-64,18,1,39,12336.41
351630,Francisco Morato,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,65+,1,0,6,1110.04
351630,Francisco Morato,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),0-4,14,0,49,15299.34
351630,Francisco Morato,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,17,0,101,14986.74
351630,Francisco Morato,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),65+,13,2,103,8067.68
351640,Franco da Rocha,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,10,2330.04
351640,Franco da Rocha,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,45,42748.94
351640,Franco da Rocha,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),5-64,4,1,70,58915.81
351640,Franco da Rocha,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),65+,5,1,128,52996.79
351640,Franco da Rocha,2026-04,2026-02,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,3,504.45
351640,Franco da Rocha,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,65+,1,1,43,6696.33
351640,Franco da Rocha,2026-04,2026-02,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,2,582.42
351640,Franco da Rocha,2026-04,2026-02,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,10,582.42
351640,Franco da Rocha,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),5-64,11,0,88,63168.19
351640,Franco da Rocha,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,17,4,173,64865.36
351640,Franco da Rocha,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,2,479.19
351640,Franco da Rocha,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,5,707.66
351640,Franco da Rocha,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,5-64,2,0,4,671.1
351640,Franco da Rocha,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,65+,1,0,9,5878.89
351640,Franco da Rocha,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,12,5139.72
351640,Franco da Rocha,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,0,23,1956.63
351640,Franco da Rocha,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,4,2740.44
351640,Franco da Rocha,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,63,3,112,77115.16
351640,Franco da Rocha,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,34,3,134,97799.84
351640,Franco da Rocha,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,1,0,483.86
351640,Franco da Rocha,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,0-4,2,0,12,4029.82
351640,Franco da Rocha,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,5-64,7,1,20,10784.42
351640,Franco da Rocha,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,1,55.27
351640,Franco da Rocha,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,8,1,58,9496.27
351640,Franco da Rocha,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,1,13,2702.21
351830,Guararema,2026-04,2026-01,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,1,0,590.42
351830,Guararema,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,3,286.55
351830,Guararema,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),5-64,7,0,11,14369.3
351830,Guararema,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,5,1,34,3452.29
351830,Guararema,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,5-64,1,0,1,1906.95
351830,Guararema,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,65+,1,0,9,645.56
351830,Guararema,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,1,12,1575.74
351830,Guararema,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,8,0,27,2544.33
351830,Guararema,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,19,0,56,50472.11
351830,Guararema,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,2,0,11,1135.11
351830,Guararema,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,2,0,3,985.06
351830,Guararema,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,0-4,1,0,4,531.55
351830,Guararema,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,5-64,3,0,4,2307.0
351830,Guararema,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,65+,1,1,3,536.22
351830,Guararema,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,5,0,48,4344.06
351830,Guararema,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),65+,4,2,15,2540.4
351880,Guarulhos,2026-04,2025-12,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,0,21,1468.54
351880,Guarulhos,2026-04,2025-12,respiratorio (J00-J99),outras respiratorias,65+,1,0,28,4135.98
351880,Guarulhos,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),5-64,5,0,181,52689.8
351880,Guarulhos,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),65+,3,1,57,26092.93
351880,Guarulhos,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),5-64,5,0,80,10070.43
351880,Guarulhos,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),65+,8,3,120,36698.93
351880,Guarulhos,2026-04,2026-02,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,9,1918.21
351880,Guarulhos,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,0-4,1,0,30,9373.7
351880,Guarulhos,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,5-64,2,0,8,703.91
351880,Guarulhos,2026-04,2026-02,respiratorio (J00-J99),pneumonia (J12-J18),5-64,2,0,32,3219.22
351880,Guarulhos,2026-04,2026-02,respiratorio (J00-J99),pneumonia (J12-J18),65+,2,0,37,3531.43
351880,Guarulhos,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),5-64,73,4,677,381330.71
351880,Guarulhos,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,60,7,644,331200.89
351880,Guarulhos,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,2,0,12,1088.96
351880,Guarulhos,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,5,0,21,5239.32
351880,Guarulhos,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,7,1,88,19134.04
351880,Guarulhos,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,0-4,14,0,176,79646.23
351880,Guarulhos,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,5-64,22,3,234,75475.81
351880,Guarulhos,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,65+,7,2,75,13045.77
351880,Guarulhos,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),0-4,10,0,147,36152.46
351880,Guarulhos,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),5-64,24,4,272,42876.78
351880,Guarulhos,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),65+,32,11,381,57515.38
351880,Guarulhos,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,4,647.4
351880,Guarulhos,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,202,12,787,633121.03
351880,Guarulhos,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,175,22,709,598904.23
351880,Guarulhos,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,12,0,70,7972.5
351880,Guarulhos,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,18,0,91,17979.38
351880,Guarulhos,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,15,3,55,11024.72
351880,Guarulhos,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,0-4,146,2,633,78205.02
351880,Guarulhos,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,5-64,53,1,163,64619.06
351880,Guarulhos,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,65+,18,4,56,19953.46
351880,Guarulhos,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),0-4,105,0,555,95668.2
351880,Guarulhos,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,33,3,132,30578.51
351880,Guarulhos,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),65+,34,12,228,44525.99
352220,Itapecerica da Serra,2026-04,2026-01,circulatorio (I00-I99),circulatorio (I00-I99),5-64,3,0,20,29516.34
352220,Itapecerica da Serra,2026-04,2026-02,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,34,1241.08
352220,Itapecerica da Serra,2026-04,2026-02,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,3,503.19
352220,Itapecerica da Serra,2026-04,2026-02,respiratorio (J00-J99),outras respiratorias,5-64,4,0,37,35602.15
352220,Itapecerica da Serra,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),5-64,10,1,99,39478.68
352220,Itapecerica da Serra,2026-04,2026-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,9,2,130,40533.39
352220,Itapecerica da Serra,2026-04,2026-03,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,3,2,30,2050.93
352220,Itapecerica da Serra,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,0-4,2,0,21,11963.44
352220,Itapecerica da Serra,2026-04,2026-03,respiratorio (J00-J99),outras respiratorias,5-64,3,0,19,8413.49
352220,Itapecerica da Serra,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,9,870.75
352220,Itapecerica da Serra,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),5-64,6,1,108,7521.23
352220,Itapecerica da Serra,2026-04,2026-03,respiratorio (J00-J99),pneumonia (J12-J18),65+,5,1,72,6247.69
352220,Itapecerica da Serra,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,44,1,130,75827.15
352220,Itapecerica da Serra,2026-04,2026-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,49,7,227,175053.26
352220,Itapecerica da Serra,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,4,0,8,1956.76
352220,Itapecerica da Serra,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,7,0,17,3080.36
352220,Itapecerica da Serra,2026-04,2026-04,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,2,0,6,1279.2
352220,Itapecerica da Serra,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,0-4,15,1,44,5874.88
352220,Itapecerica da Serra,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,5-64,12,1,62,22219.09
352220,Itapecerica da Serra,2026-04,2026-04,respiratorio (J00-J99),outras respiratorias,65+,3,0,7,1655.64
352220,Itapecerica da Serra,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,8,1267.54
352220,Itapecerica da Serra,2026-04,2026-04,respiratorio (J00-J99),pneumonia (J12-J18),5-64,10,0,54,11714.86
