cod_ibge6,municipio,competencia,mes_internacao,capitulo,subgrupo,faixa_etaria,internacoes,obitos,dias_permanencia,valor_total_rs
354730,Santana de Parnaíba,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,12,0,57,36830.33
354730,Santana de Parnaíba,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,5,519.19
354730,Santana de Parnaíba,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,10,0,57,13895.24
354730,Santana de Parnaíba,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,12,0,36,28379.5
354730,Santana de Parnaíba,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,8,0,33,6611.35
354730,Santana de Parnaíba,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,4,1,16,3524.43
354730,Santana de Parnaíba,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,5,756.56
354780,Santo André,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,1,0,1,242.99
354780,Santo André,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,29,5,204,121915.27
354780,Santo André,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,50,5,416,140894.92
354780,Santo André,2025-09,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,2,1,39,11684.16
354780,Santo André,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,7,0,133,81969.41
354780,Santo André,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,7,1,95,59287.75
354780,Santo André,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,65+,4,4,31,32765.73
354780,Santo André,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,5,0,99,26706.08
354780,Santo André,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,7,1,84,44633.76
354780,Santo André,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,9,0,109,25007.43
354780,Santo André,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,1,0,5217.59
354780,Santo André,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,61,3,232,149777.8
354780,Santo André,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,62,9,572,394859.01
354780,Santo André,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,9,0,50,20149.12
354780,Santo André,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,2,0,34,1419.76
354780,Santo André,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,0-4,16,0,97,37016.47
354780,Santo André,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,5-64,16,3,73,20699.61
354780,Santo André,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,65+,9,2,49,13088.21
354780,Santo André,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,6,1560.43
354780,Santo André,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),5-64,13,4,90,9036.67
354780,Santo André,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),65+,18,1,159,18576.07
354780,Santo André,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),0-4,2,1,1,394.54
354780,Santo André,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,94,8,319,284575.17
354780,Santo André,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,69,12,293,267535.42
354780,Santo André,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,5,1,13,2694.66
354780,Santo André,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,4,1,31,2017.06
354780,Santo André,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,17,0,35,16992.83
354780,Santo André,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,47,2,52,56926.33
354780,Santo André,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,65+,15,7,96,12578.15
354780,Santo André,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,3,1,5,1333.31
354780,Santo André,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,14,0,100,9415.26
354780,Santo André,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),65+,18,7,132,10715.56
354870,São Bernardo do Campo,2025-09,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,4,0,11,21710.24
354870,São Bernardo do Campo,2025-09,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,0,8,1090.78
354870,São Bernardo do Campo,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,2,0,72,35933.07
354870,São Bernardo do Campo,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,1,0,6,6979.72
354870,São Bernardo do Campo,2025-09,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,30,2897.73
354870,São Bernardo do Campo,2025-09,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,1,17,4086.89
354870,São Bernardo do Campo,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,23,3,311,211012.17
354870,São Bernardo do Campo,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,13,1,238,80886.25
354870,São Bernardo do Campo,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,2,0,14,6881.34
354870,São Bernardo do Campo,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,4,0,42,9111.18
354870,São Bernardo do Campo,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,52,5768.83
354870,São Bernardo do Campo,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,0,120,14777.82
354870,São Bernardo do Campo,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,21,7217.21
354870,São Bernardo do Campo,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,58,4,503,316775.7
354870,São Bernardo do Campo,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,77,9,905,408666.46
354870,São Bernardo do Campo,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,6,615.73
354870,São Bernardo do Campo,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,5,0,38,7768.32
354870,São Bernardo do Campo,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,7,1,104,21677.74
354870,São Bernardo do Campo,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,0-4,11,0,76,20814.84
354870,São Bernardo do Campo,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,5-64,9,0,67,34692.84
354870,São Bernardo do Campo,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,65+,4,0,20,5423.98
354870,São Bernardo do Campo,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,9,1678.45
354870,São Bernardo do Campo,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),5-64,15,2,233,52424.33
354870,São Bernardo do Campo,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),65+,22,3,348,69969.47
354870,São Bernardo do Campo,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,10,582.01
354870,São Bernardo do Campo,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,152,6,650,588604.77
354870,São Bernardo do Campo,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,149,13,690,615291.71
354870,São Bernardo do Campo,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,13,0,41,9727.81
354870,São Bernardo do Campo,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,12,0,117,27790.67
354870,São Bernardo do Campo,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,7,1,84,34148.52
354870,São Bernardo do Campo,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,31,0,166,50628.47
354870,São Bernardo do Campo,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,40,2,90,53488.55
354870,São Bernardo do Campo,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,65+,9,3,46,14413.71
354870,São Bernardo do Campo,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,10,0,46,9993.05
354870,São Bernardo do Campo,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,22,1,145,19628.23
354870,São Bernardo do Campo,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),65+,36,4,280,41567.05
354880,São Caetano do Sul,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,1,0,9,4138.88
354880,São Caetano do Sul,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,65+,1,0,22,2177.93
354880,São Caetano do Sul,2025-09,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,14,1851.61
354880,São Caetano do Sul,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,6,0,101,11821.68
354880,São Caetano do Sul,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,5,0,83,9107.2
354880,São Caetano do Sul,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,9,0,43,24899.61
354880,São Caetano do Sul,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,65+,2,0,69,15925.92
354880,São Caetano do Sul,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,13,874.14
354880,São Caetano do Sul,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,3,1,87,32671.49
354880,São Caetano do Sul,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,20,0,123,53591.63
354880,São Caetano do Sul,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,34,5,361,106418.32
354880,São Caetano do Sul,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,2,0,2,988.39
354880,São Caetano do Sul,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,3,0,25,8833.88
354880,São Caetano do Sul,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,2,0,12,1524.95
354880,São Caetano do Sul,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,0-4,10,0,33,11991.97
354880,São Caetano do Sul,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,5-64,2,0,36,14476.5
354880,São Caetano do Sul,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,65+,5,1,16,4009.82
354880,São Caetano do Sul,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),5-64,6,1,39,8605.33
354880,São Caetano do Sul,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),65+,17,4,161,34948.48
354880,São Caetano do Sul,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,37,4,87,62359.64
354880,São Caetano do Sul,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,79,10,291,281939.55
354880,São Caetano do Sul,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,7,0,11,7293.87
354880,São Caetano do Sul,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,7,0,25,12134.18
354880,São Caetano do Sul,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,10,4405.07
354880,São Caetano do Sul,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,17,0,77,35959.73
354880,São Caetano do Sul,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,29,1,18,34062.9
354880,São Caetano do Sul,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,65+,7,2,46,13678.57
354880,São Caetano do Sul,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,13,1551.84
354880,São Caetano do Sul,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,7,2,29,5192.3
354880,São Caetano do Sul,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),65+,34,9,144,42157.29
354995,São Lourenço da Serra,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,1,0,9,1571.28
354995,São Lourenço da Serra,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,3,0,3,1112.31
354995,São Lourenço da Serra,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,15,0,34,63192.4
354995,São Lourenço da Serra,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,0,4,1278.21
354995,São Lourenço da Serra,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,1,487.19
354995,São Lourenço da Serra,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,4,0,9,1417.49
354995,São Lourenço da Serra,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,3,0,2,4608.01
354995,São Lourenço da Serra,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,65+,1,0,1,857.53
355030,São Paulo,2025-09,2025-01,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,136,1015.92
355030,São Paulo,2025-09,2025-02,respiratorio (J00-J99),outras respiratorias,5-64,1,0,213,177.07
355030,São Paulo,2025-09,2025-03,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,99,657.65
355030,São Paulo,2025-09,2025-04,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,1,1,447.54
355030,São Paulo,2025-09,2025-04,circulatorio (I00-I99),circulatorio (I00-I99),5-64,3,0,168,8110.8
355030,São Paulo,2025-09,2025-04,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,2,8666.85
355030,São Paulo,2025-09,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),5-64,5,1,124,98743.04
355030,São Paulo,2025-09,2025-05,circulatorio (I00-I99),circulatorio (I00-I99),65+,7,3,280,105404.66
355030,São Paulo,2025-09,2025-05,respiratorio (J00-J99),outras respiratorias,5-64,1,0,39,29327.89
355030,São Paulo,2025-09,2025-05,respiratorio (J00-J99),outras respiratorias,65+,4,1,216,51313.47
355030,São Paulo,2025-09,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,20,11017.17
355030,São Paulo,2025-09,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),5-64,4,0,246,4239.88
355030,São Paulo,2025-09,2025-05,respiratorio (J00-J99),pneumonia (J12-J18),65+,2,1,62,4658.05
355030,São Paulo,2025-09,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,59,8,1124,356381.6
355030,São Paulo,2025-09,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,53,12,1063,258696.09
355030,São Paulo,2025-09,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,5,0,142,5021.55
355030,São Paulo,2025-09,2025-06,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,12,2,153,14617.37
355030,São Paulo,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,24,0,425,229915.51
355030,São Paulo,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,7,0,74,34385.47
355030,São Paulo,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,65+,8,3,210,33249.05
355030,São Paulo,2025-09,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),0-4,6,0,98,41818.99
355030,São Paulo,2025-09,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,24,5,362,43204.53
355030,São Paulo,2025-09,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),65+,25,6,349,21883.12
355030,São Paulo,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),0-4,3,1,96,72529.38
355030,São Paulo,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,144,9,2350,962278.39
355030,São Paulo,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,146,34,2508,988745.21
355030,São Paulo,2025-09,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,2,0,8,1039.41
355030,São Paulo,2025-09,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,10,0,64,14277.04
355030,São Paulo,2025-09,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,5,2,83,9014.43
355030,São Paulo,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,53,0,428,167682.18
355030,São Paulo,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,29,3,445,191239.28
355030,São Paulo,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,65+,25,15,354,86205.34
355030,São Paulo,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,21,0,155,71538.04
355030,São Paulo,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),5-64,27,4,634,116114.6
355030,São Paulo,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,31,12,518,71736.65
355030,São Paulo,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),0-4,17,3,205,154148.7
355030,São Paulo,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,863,66,7558,4814256.89
355030,São Paulo,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,921,122,9509,4607125.72
355030,São Paulo,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,33,0,185,35714.88
355030,São Paulo,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,120,4,856,155184.78
355030,São Paulo,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,87,13,865,140740.69
355030,São Paulo,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,0-4,206,0,1557,589892.67
355030,São Paulo,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,5-64,200,18,1901,481066.98
355030,São Paulo,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,65+,104,46,1103,328057.02
355030,São Paulo,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),0-4,108,1,923,263749.42
355030,São Paulo,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),5-64,227,17,2487,557431.57
355030,São Paulo,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),65+,281,58,3271,504224.67
355030,São Paulo,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),0-4,16,0,120,72106.77
355030,São Paulo,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2055,95,6726,7984477.8
355030,São Paulo,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,1714,178,7855,7560904.1
355030,São Paulo,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,125,0,428,90840.15
355030,São Paulo,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,224,3,758,179306.07
355030,São Paulo,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,120,16,743,139050.08
355030,São Paulo,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,728,0,2736,649699.18
355030,São Paulo,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,808,32,1401,1158500.63
355030,São Paulo,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,65+,143,41,767,214439.73
355030,São Paulo,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,444,2,2246,498648.58
355030,São Paulo,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,420,28,2405,532405.86
355030,São Paulo,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),65+,432,108,2792,456619.03
355250,Suzano,2025-09,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,40,20691.48
355250,Suzano,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,1,0,10,8596.02
355250,Suzano,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,1,0,27,1590.53
355250,Suzano,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,16,1,222,107115.57
355250,Suzano,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,9,1,122,78526.42
355250,Suzano,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,6,547.21
355250,Suzano,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,21,1585.17
355250,Suzano,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,0-4,4,0,56,31992.61
355250,Suzano,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,5-64,3,0,52,4340.09
355250,Suzano,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),0-4,3,0,17,2612.13
355250,Suzano,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,20,1294.66
355250,Suzano,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),65+,8,1,77,7256.11
355250,Suzano,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),0-4,1,0,5,7294.89
355250,Suzano,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,46,3,159,240894.31
355250,Suzano,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,59,9,245,189638.17
355250,Suzano,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,2,504.53
355250,Suzano,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,4,0,10,2036.8
355250,Suzano,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,4,0,17,2211.56
355250,Suzano,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,18,0,60,17719.22
355250,Suzano,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,19,1,60,18609.93
355250,Suzano,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,65+,2,1,9,1271.21
355250,Suzano,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,9,0,36,7911.29
355250,Suzano,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,19,3,83,13285.79
355250,Suzano,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),65+,15,2,102,13600.87
355280,Taboão da Serra,2025-09,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),0-4,2,0,4,962.78
355280,Taboão da Serra,2025-09,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,5,322.48
355280,Taboão da Serra,2025-09,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),65+,3,2,48,7471.08
355280,Taboão da Serra,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,0-4,1,0,1,506.24
355280,Taboão da Serra,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,5-64,1,0,2,1074.78
355280,Taboão da Serra,2025-09,2025-06,respiratorio (J00-J99),outras respiratorias,65+,1,0,63,8037.97
355280,Taboão da Serra,2025-09,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,10,6020.49
355280,Taboão da Serra,2025-09,2025-06,respiratorio (J00-J99),pneumonia (J12-J18),5-64,1,0,3,2497.69
355280,Taboão da Serra,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),5-64,2,0,26,9949.22
355280,Taboão da Serra,2025-09,2025-07,circulatorio (I00-I99),circulatorio (I00-I99),65+,2,1,46,5433.95
355280,Taboão da Serra,2025-09,2025-07,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,1,0,9,1548.54
355280,Taboão da Serra,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,0-4,1,0,42,31965.18
355280,Taboão da Serra,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,5-64,1,1,5,582.42
355280,Taboão da Serra,2025-09,2025-07,respiratorio (J00-J99),outras respiratorias,65+,1,0,4,1241.25
355280,Taboão da Serra,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),0-4,2,0,33,3141.46
355280,Taboão da Serra,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,41,2,154,149903.76
355280,Taboão da Serra,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,26,2,195,130509.96
355280,Taboão da Serra,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,8,578.11
355280,Taboão da Serra,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,0-4,2,0,10,4753.84
355280,Taboão da Serra,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,5-64,4,0,59,22872.83
355280,Taboão da Serra,2025-09,2025-08,respiratorio (J00-J99),outras respiratorias,65+,3,2,68,35271.81
355280,Taboão da Serra,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),0-4,1,0,4,614.42
355280,Taboão da Serra,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),5-64,7,2,51,13428.63
355280,Taboão da Serra,2025-09,2025-08,respiratorio (J00-J99),pneumonia (J12-J18),65+,6,1,66,6641.62
355280,Taboão da Serra,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,81,2,233,166865.68
355280,Taboão da Serra,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),65+,48,4,259,226146.57
355280,Taboão da Serra,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),0-4,1,0,1,501.2
355280,Taboão da Serra,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,7,0,20,6615.05
355280,Taboão da Serra,2025-09,2025-09,respiratorio (J00-J99),DPOC e asma (J40-J47),65+,6,0,26,3454.84
355280,Taboão da Serra,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,0-4,20,0,51,12500.45
355280,Taboão da Serra,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,5-64,25,5,58,50635.65
355280,Taboão da Serra,2025-09,2025-09,respiratorio (J00-J99),outras respiratorias,65+,4,2,42,24463.51
355280,Taboão da Serra,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),0-4,31,0,85,19124.75
355280,Taboão da Serra,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),5-64,18,0,89,27559.74
355280,Taboão da Serra,2025-09,2025-09,respiratorio (J00-J99),pneumonia (J12-J18),65+,7,1,50,6863.89
355645,Vargem Grande Paulista,2025-09,2025-06,circulatorio (I00-I99),circulatorio (I00-I99),5-64,1,0,62,1953.1
355645,Vargem Grande Paulista,2025-09,2025-07,respiratorio (J00-J99),pneumonia (J12-J18),65+,1,0,0,45.93
355645,Vargem Grande Paulista,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),5-64,3,0,2,11759.51
355645,Vargem Grande Paulista,2025-09,2025-08,circulatorio (I00-I99),circulatorio (I00-I99),65+,3,1,11,67305.41
355645,Vargem Grande Paulista,2025-09,2025-08,respiratorio (J00-J99),DPOC e asma (J40-J47),5-64,1,0,1,487.19
355645,Vargem Grande Paulista,2025-09,2025-09,circulatorio (I00-I99),circulatorio (I00-I99),5-64,9,0,20,31739.41
